1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
1.2.3.4 [21/Jun/2005:15:05:54 -0400] "GET /blank.gif?a=2&s=19&r=net&v=2&cb=0.7 HTTP/1.1" - "-" 0 "1234567890a"
